x-axis,1,2,3,4,D0-D7,D8-D15
second,Volt,Volt,Volt,Volt,,
-22.32500E-03,-138.38947E-03,+27.19663E-03,-146.44351E-03,+3.29027197E+00,0,0
-22.30000E-03,-81.90411E-03,-77.40588E-03,-167.36402E-03,+3.22751046E+00,0,0
-22.27500E-03,+68.72350E-03,+27.19663E-03,+0.0E+00,+3.39487448E+00,0,0
-22.25000E-03,-25.41876E-03,+48.11713E-03,-167.36402E-03,+3.29027197E+00,0,0
-22.22500E-03,-25.41876E-03,+173.64014E-03,-146.44351E-03,+3.29027197E+00,0,0
-22.20000E-03,-176.04637E-03,+27.19663E-03,+0.0E+00,+3.22751046E+00,0,0
-22.17500E-03,-25.41876E-03,+27.19663E-03,-167.36402E-03,+3.39487448E+00,0,0
-22.15000E-03,-63.07566E-03,+27.19663E-03,+0.0E+00,+3.29027197E+00,0,0
-22.12500E-03,+106.38040E-03,+173.64014E-03,-20.92050E-03,+3.43671548E+00,0,0
-22.10000E-03,-81.90411E-03,+152.71964E-03,-104.60251E-03,+3.18566946E+00,0,0
-22.07500E-03,-119.56102E-03,-35.56488E-03,-167.36402E-03,+3.29027197E+00,0,0
-22.05000E-03,-194.87482E-03,+6.27613E-03,+0.0E+00,+3.14382845E+00,0,0
-22.02500E-03,-25.41876E-03,-119.24688E-03,+0.0E+00,+3.29027197E+00,0,0
-22.00000E-03,-25.41876E-03,+131.79914E-03,-104.60251E-03,+3.22751046E+00,0,0
-21.97500E-03,+31.06660E-03,+89.95814E-03,+0.0E+00,+3.22751046E+00,0,0
-21.95000E-03,+106.38040E-03,+27.19663E-03,-20.92050E-03,+3.29027197E+00,0,0
-21.92500E-03,-307.84553E-03,+27.19663E-03,-146.44351E-03,+3.41579498E+00,0,0
-21.90000E-03,-176.04637E-03,+27.19663E-03,+41.84100E-03,+3.29027197E+00,0,0
-21.87500E-03,-138.38947E-03,-35.56488E-03,-62.76151E-03,+3.33211297E+00,0,0
-21.85000E-03,-176.04637E-03,-119.24688E-03,+20.92050E-03,+3.29027197E+00,0,0
-21.82500E-03,-176.04637E-03,+6.27613E-03,-20.92050E-03,+3.29027197E+00,0,0
-21.80000E-03,+3.25073183E+00,+89.95814E-03,-62.76151E-03,+3.18566946E+00,0,0
-21.77500E-03,+3.19424647E+00,+27.19663E-03,-104.60251E-03,+3.22751046E+00,0,0
-21.75000E-03,+3.26956028E+00,-140.16739E-03,-167.36402E-03,+3.41579498E+00,0,0
-21.72500E-03,+3.13776112E+00,+27.19663E-03,-167.36402E-03,+3.14382845E+00,0,0
-21.70000E-03,+3.23190337E+00,+89.95814E-03,+104.60251E-03,+3.18566946E+00,0,0
-21.67500E-03,+3.13776112E+00,+69.03763E-03,-104.60251E-03,+3.12290795E+00,0,0
-21.65000E-03,+3.26956028E+00,+48.11713E-03,-188.28452E-03,+3.26935147E+00,0,0
-21.62500E-03,+3.26956028E+00,+48.11713E-03,-20.92050E-03,+3.12290795E+00,0,0
-21.60000E-03,+3.13776112E+00,+89.95814E-03,-167.36402E-03,+3.29027197E+00,0,0
-21.57500E-03,+3.13776112E+00,-35.56488E-03,+0.0E+00,+3.33211297E+00,0,0
-21.55000E-03,+3.02479041E+00,+6.27613E-03,+0.0E+00,+3.43671548E+00,0,0
-21.52500E-03,+3.13776112E+00,-98.32638E-03,-20.92050E-03,+3.14382845E+00,0,0
-21.50000E-03,+3.04361886E+00,-77.40588E-03,-104.60251E-03,+3.35303347E+00,0,0
-21.47500E-03,+3.28838873E+00,+27.19663E-03,+0.0E+00,+3.35303347E+00,0,0
-21.45000E-03,+3.11893266E+00,+27.19663E-03,-20.92050E-03,+3.12290795E+00,0,0
-21.42500E-03,+3.13776112E+00,+27.19663E-03,+146.44351E-03,+3.31119247E+00,0,0
-21.40000E-03,+3.19424647E+00,-35.56488E-03,-104.60251E-03,+3.29027197E+00,0,0
-21.37500E-03,+3.19424647E+00,+27.19663E-03,-104.60251E-03,+3.35303347E+00,0,0
-21.35000E-03,+3.13776112E+00,+27.19663E-03,-20.92050E-03,+3.16474896E+00,0,0
-21.32500E-03,+3.10010421E+00,+152.71964E-03,-167.36402E-03,+3.16474896E+00,0,0
-21.30000E-03,+3.04361886E+00,+89.95814E-03,-104.60251E-03,+3.29027197E+00,0,0
-21.27500E-03,+3.13776112E+00,+27.19663E-03,-167.36402E-03,+3.22751046E+00,0,0
-21.25000E-03,+3.15658957E+00,-119.24688E-03,-167.36402E-03,+3.31119247E+00,0,0
-21.22500E-03,+3.13776112E+00,+48.11713E-03,-167.36402E-03,+3.29027197E+00,0,0
-21.20000E-03,+3.23190337E+00,+89.95814E-03,-62.76151E-03,+3.22751046E+00,0,0
-21.17500E-03,+3.17541802E+00,+131.79914E-03,-62.76151E-03,+3.39487448E+00,0,0
-21.15000E-03,+3.13776112E+00,+27.19663E-03,-146.44351E-03,+3.12290795E+00,0,0
-21.12500E-03,+3.00596195E+00,+48.11713E-03,+0.0E+00,+3.10198745E+00,0,0
-21.10000E-03,+3.10010421E+00,-14.64437E-03,+0.0E+00,+3.26935147E+00,0,0
-21.07500E-03,+3.28838873E+00,+131.79914E-03,-62.76151E-03,+3.35303347E+00,0,0
-21.05000E-03,+3.13776112E+00,-119.24688E-03,-146.44351E-03,+3.12290795E+00,0,0
-21.02500E-03,+3.26956028E+00,-98.32638E-03,-20.92050E-03,+3.29027197E+00,0,0
-21.00000E-03,+3.28838873E+00,+194.56065E-03,-167.36402E-03,+3.29027197E+00,0,0
-20.97500E-03,+3.17541802E+00,-77.40588E-03,+104.60251E-03,+3.45763598E+00,0,0
-20.95000E-03,+3.13776112E+00,+27.19663E-03,-146.44351E-03,+3.14382845E+00,0,0
-20.92500E-03,+3.40135944E+00,+48.11713E-03,-20.92050E-03,+3.12290795E+00,0,0
-20.90000E-03,+3.08127576E+00,-35.56488E-03,-167.36402E-03,+3.39487448E+00,0,0
-20.87500E-03,+3.08127576E+00,+89.95814E-03,+0.0E+00,+3.22751046E+00,0,0
-20.85000E-03,+3.26956028E+00,+48.11713E-03,+41.84100E-03,+3.43671548E+00,0,0
-20.82500E-03,+3.15658957E+00,+6.27613E-03,-167.36402E-03,+3.14382845E+00,0,0
-20.80000E-03,+3.13776112E+00,-14.64437E-03,-230.12552E-03,+3.29027197E+00,0,0
-20.77500E-03,+3.13776112E+00,-35.56488E-03,-62.76151E-03,+3.22751046E+00,0,0
-20.75000E-03,+3.13776112E+00,-140.16739E-03,-167.36402E-03,+3.12290795E+00,0,0
-20.72500E-03,+3.26956028E+00,+27.19663E-03,-167.36402E-03,+3.26935147E+00,0,0
-20.70000E-03,+3.13776112E+00,+27.19663E-03,-104.60251E-03,+3.29027197E+00,0,0
-20.67500E-03,+3.28838873E+00,+27.19663E-03,-167.36402E-03,+3.24843096E+00,0,0
-20.65000E-03,+3.00596195E+00,+27.19663E-03,+0.0E+00,+3.29027197E+00,0,0
-20.62500E-03,+3.00596195E+00,+48.11713E-03,-167.36402E-03,+3.26935147E+00,0,0
-20.60000E-03,+3.19424647E+00,+27.19663E-03,-104.60251E-03,+3.29027197E+00,0,0
-20.57500E-03,+3.23190337E+00,+131.79914E-03,-104.60251E-03,+3.22751046E+00,0,0
-20.55000E-03,+2.98713350E+00,+27.19663E-03,-125.52301E-03,+3.29027197E+00,0,0
-20.52500E-03,+3.11893266E+00,+27.19663E-03,-146.44351E-03,+3.43671548E+00,0,0
-20.50000E-03,+3.13776112E+00,+131.79914E-03,-104.60251E-03,+3.29027197E+00,0,0
-20.47500E-03,+3.13776112E+00,+69.03763E-03,-104.60251E-03,+3.29027197E+00,0,0
-20.45000E-03,+3.11893266E+00,+48.11713E-03,-125.52301E-03,+3.29027197E+00,0,0
-20.42500E-03,+2.98713350E+00,-140.16739E-03,+0.0E+00,+3.29027197E+00,0,0
-20.40000E-03,+3.23190337E+00,-35.56488E-03,+0.0E+00,+3.39487448E+00,0,0
-20.37500E-03,+3.13776112E+00,+89.95814E-03,+0.0E+00,+3.29027197E+00,0,0
-20.35000E-03,-44.24721E-03,+3.54184097E+00,-167.36402E-03,+89.43516E-03,0,0
-20.32500E-03,-25.41876E-03,+3.22803344E+00,-20.92050E-03,+89.43516E-03,0,0
-20.30000E-03,-25.41876E-03,+3.37447695E+00,+0.0E+00,-57.00836E-03,0,0
-20.27500E-03,-25.41876E-03,+3.43723846E+00,+0.0E+00,+47.59415E-03,0,0
-20.25000E-03,+106.38040E-03,+3.37447695E+00,-146.44351E-03,-182.53137E-03,0,0
-20.22500E-03,-44.24721E-03,+3.35355645E+00,-292.88703E-03,-182.53137E-03,0,0
-20.20000E-03,-176.04637E-03,+3.37447695E+00,-62.76151E-03,+5.75315E-03,0,0
-20.17500E-03,+31.06660E-03,+3.20711294E+00,-62.76151E-03,+110.35566E-03,0,0
-20.15000E-03,-157.21792E-03,+3.37447695E+00,-20.92050E-03,+110.35566E-03,0,0
-20.12500E-03,-63.07566E-03,+3.20711294E+00,-125.52301E-03,+110.35566E-03,0,0
-20.10000E-03,-176.04637E-03,+3.37447695E+00,+0.0E+00,-57.00836E-03,0,0
-20.07500E-03,-81.90411E-03,+3.37447695E+00,-167.36402E-03,+5.75315E-03,0,0
-20.05000E-03,-44.24721E-03,+3.39539746E+00,-167.36402E-03,-57.00836E-03,0,0
-20.02500E-03,-25.41876E-03,+3.37447695E+00,+20.92050E-03,-57.00836E-03,0,0
-20.00000E-03,-81.90411E-03,+3.03974892E+00,+0.0E+00,+110.35566E-03,0,0
-19.97500E-03,-25.41876E-03,+3.20711294E+00,+167.36402E-03,-57.00836E-03,0,0
-19.95000E-03,-270.18863E-03,+3.24895394E+00,+0.0E+00,+131.27616E-03,0,0
-19.92500E-03,-44.24721E-03,+3.37447695E+00,+0.0E+00,+89.43516E-03,0,0
-19.90000E-03,-81.90411E-03,+3.26987444E+00,-104.60251E-03,-57.00836E-03,0,0
-19.87500E-03,-81.90411E-03,+3.37447695E+00,-292.88703E-03,+5.75315E-03,0,0
-19.85000E-03,-44.24721E-03,+3.39539746E+00,-146.44351E-03,+235.87867E-03,0,0
-19.82500E-03,-157.21792E-03,+3.20711294E+00,-146.44351E-03,+89.43516E-03,0,0
-19.80000E-03,-119.56102E-03,+3.43723846E+00,-167.36402E-03,+47.59415E-03,0,0
-19.77500E-03,-138.38947E-03,+3.26987444E+00,-41.84100E-03,-57.00836E-03,0,0
-19.75000E-03,-25.41876E-03,+3.37447695E+00,+125.52301E-03,-36.08785E-03,0,0
-19.72500E-03,-176.04637E-03,+3.37447695E+00,-292.88703E-03,-57.00836E-03,0,0
-19.70000E-03,-81.90411E-03,+3.24895394E+00,-104.60251E-03,-15.16735E-03,0,0
-19.67500E-03,-119.56102E-03,+3.37447695E+00,-167.36402E-03,+47.59415E-03,0,0
-19.65000E-03,-176.04637E-03,+3.35355645E+00,-20.92050E-03,-77.92886E-03,0,0
-19.62500E-03,-157.21792E-03,+3.33263595E+00,+125.52301E-03,-36.08785E-03,0,0
-19.60000E-03,-81.90411E-03,+3.37447695E+00,-104.60251E-03,+47.59415E-03,0,0
-19.57500E-03,-81.90411E-03,+3.20711294E+00,+41.84100E-03,-57.00836E-03,0,0
-19.55000E-03,-44.24721E-03,+3.39539746E+00,+0.0E+00,-57.00836E-03,0,0
-19.52500E-03,-176.04637E-03,+3.52092047E+00,-20.92050E-03,-36.08785E-03,0,0
-19.50000E-03,-25.41876E-03,+3.20711294E+00,-62.76151E-03,+152.19666E-03,0,0
-19.47500E-03,+31.06660E-03,+3.20711294E+00,-104.60251E-03,-15.16735E-03,0,0
-19.45000E-03,-44.24721E-03,+3.52092047E+00,-20.92050E-03,-77.92886E-03,0,0
-19.42500E-03,-63.07566E-03,+3.37447695E+00,-146.44351E-03,+89.43516E-03,0,0
-19.40000E-03,-25.41876E-03,+3.26987444E+00,-62.76151E-03,-98.84936E-03,0,0
-19.37500E-03,-81.90411E-03,+3.37447695E+00,-271.96653E-03,+47.59415E-03,0,0
-19.35000E-03,-25.41876E-03,+3.22803344E+00,-167.36402E-03,-36.08785E-03,0,0
-19.32500E-03,-176.04637E-03,+3.22803344E+00,-167.36402E-03,-203.45187E-03,0,0
-19.30000E-03,-25.41876E-03,+3.31171545E+00,-62.76151E-03,+152.19666E-03,0,0
-19.27500E-03,-81.90411E-03,+3.37447695E+00,-62.76151E-03,+110.35566E-03,0,0
-19.25000E-03,-157.21792E-03,+3.37447695E+00,-167.36402E-03,-36.08785E-03,0,0
-19.22500E-03,-25.41876E-03,+3.37447695E+00,-146.44351E-03,+89.43516E-03,0,0
-19.20000E-03,-176.04637E-03,+3.20711294E+00,-146.44351E-03,+47.59415E-03,0,0
-19.17500E-03,-81.90411E-03,+3.31171545E+00,+0.0E+00,-57.00836E-03,0,0
-19.15000E-03,-25.41876E-03,+3.35355645E+00,+125.52301E-03,-36.08785E-03,0,0
-19.12500E-03,-6.59031E-03,+3.22803344E+00,+146.44351E-03,-203.45187E-03,0,0
-19.10000E-03,-119.56102E-03,+3.16527193E+00,-209.20502E-03,+47.59415E-03,0,0
-19.07500E-03,-81.90411E-03,+3.47907946E+00,-104.60251E-03,+68.51466E-03,0,0
-19.05000E-03,-44.24721E-03,+3.39539746E+00,-167.36402E-03,-36.08785E-03,0,0
-19.02500E-03,-25.41876E-03,+3.35355645E+00,+146.44351E-03,-57.00836E-03,0,0
-19.00000E-03,-25.41876E-03,+3.37447695E+00,-62.76151E-03,+110.35566E-03,0,0
-18.97500E-03,-63.07566E-03,+3.26987444E+00,+0.0E+00,+5.75315E-03,0,0
-18.95000E-03,-157.21792E-03,+3.49999997E+00,-146.44351E-03,+110.35566E-03,0,0
-18.92500E-03,-25.41876E-03,-119.24688E-03,-20.92050E-03,+3.29027197E+00,0,0
-18.90000E-03,-176.04637E-03,+27.19663E-03,-209.20502E-03,+3.29027197E+00,0,0
-18.87500E-03,-25.41876E-03,+89.95814E-03,-167.36402E-03,+3.22751046E+00,0,0
-18.85000E-03,-25.41876E-03,+131.79914E-03,-167.36402E-03,+3.29027197E+00,0,0
-18.82500E-03,-44.24721E-03,+173.64014E-03,+146.44351E-03,+3.24843096E+00,0,0
-18.80000E-03,+31.06660E-03,-77.40588E-03,-167.36402E-03,+3.18566946E+00,0,0
-18.77500E-03,-119.56102E-03,+131.79914E-03,-62.76151E-03,+3.29027197E+00,0,0
-18.75000E-03,-25.41876E-03,+6.27613E-03,-41.84100E-03,+3.43671548E+00,0,0
-18.72500E-03,+12.23814E-03,+27.19663E-03,-20.92050E-03,+3.14382845E+00,0,0
-18.70000E-03,-63.07566E-03,-35.56488E-03,-167.36402E-03,+3.18566946E+00,0,0
-18.67500E-03,-63.07566E-03,-35.56488E-03,-271.96653E-03,+3.22751046E+00,0,0
-18.65000E-03,-25.41876E-03,+48.11713E-03,-41.84100E-03,+3.12290795E+00,0,0
-18.62500E-03,-25.41876E-03,+48.11713E-03,-146.44351E-03,+3.12290795E+00,0,0
-18.60000E-03,-81.90411E-03,+27.19663E-03,+62.76151E-03,+3.39487448E+00,0,0
-18.57500E-03,-25.41876E-03,-35.56488E-03,-104.60251E-03,+3.12290795E+00,0,0
-18.55000E-03,+87.55195E-03,+48.11713E-03,+0.0E+00,+3.31119247E+00,0,0
-18.52500E-03,-289.01708E-03,+27.19663E-03,-167.36402E-03,+3.14382845E+00,0,0
-18.50000E-03,-119.56102E-03,+27.19663E-03,+0.0E+00,+3.18566946E+00,0,0
-18.47500E-03,-25.41876E-03,+89.95814E-03,+0.0E+00,+3.22751046E+00,0,0
-18.45000E-03,-326.67398E-03,+6.27613E-03,-167.36402E-03,+3.31119247E+00,0,0
-18.42500E-03,-138.38947E-03,+27.19663E-03,-146.44351E-03,+3.29027197E+00,0,0
-18.40000E-03,-119.56102E-03,-77.40588E-03,-62.76151E-03,+3.22751046E+00,0,0
-18.37500E-03,-81.90411E-03,-77.40588E-03,+0.0E+00,+3.22751046E+00,0,0
-18.35000E-03,-25.41876E-03,+173.64015E-03,-20.92050E-03,+3.12290795E+00,0,0
-18.32500E-03,-44.24721E-03,+152.71964E-03,+0.0E+00,+3.29027197E+00,0,0
-18.30000E-03,-25.41876E-03,+152.71964E-03,+0.0E+00,+3.39487448E+00,0,0
-18.27500E-03,-81.90411E-03,-140.16739E-03,-167.36402E-03,+3.29027197E+00,0,0
-18.25000E-03,-157.21792E-03,-119.24688E-03,-41.84100E-03,+3.31119247E+00,0,0
-18.22500E-03,-25.41876E-03,+27.19663E-03,-20.92050E-03,+3.26935147E+00,0,0
-18.20000E-03,-25.41876E-03,+27.19663E-03,+41.84100E-03,+3.35303347E+00,0,0
-18.17500E-03,-81.90411E-03,-77.40588E-03,+125.52301E-03,+3.29027197E+00,0,0
-18.15000E-03,-157.21792E-03,+27.19663E-03,-20.92050E-03,+3.31119247E+00,0,0
-18.12500E-03,-157.21792E-03,-119.24688E-03,-167.36402E-03,+3.14382845E+00,0,0
-18.10000E-03,-119.56102E-03,+27.19663E-03,-62.76151E-03,+3.22751046E+00,0,0
-18.07500E-03,-25.41876E-03,+89.95814E-03,-104.60251E-03,+3.22751046E+00,0,0
-18.05000E-03,-25.41876E-03,+173.64015E-03,+125.52301E-03,+3.14382845E+00,0,0
-18.02500E-03,-25.41876E-03,+152.71964E-03,-20.92050E-03,+3.31119247E+00,0,0
-18.00000E-03,+125.20885E-03,-14.64437E-03,-62.76151E-03,+3.06014645E+00,0,0
-17.97500E-03,-326.67398E-03,+27.19663E-03,-167.36402E-03,+3.29027197E+00,0,0
-17.95000E-03,-44.24721E-03,+27.19663E-03,-167.36402E-03,+3.26935147E+00,0,0
-17.92500E-03,+106.38040E-03,+48.11713E-03,+0.0E+00,+3.29027197E+00,0,0
-17.90000E-03,-25.41876E-03,+89.95814E-03,+41.84100E-03,+3.22751046E+00,0,0
-17.87500E-03,-176.04637E-03,+69.03763E-03,+0.0E+00,+3.35303347E+00,0,0
-17.85000E-03,-176.04637E-03,+6.27613E-03,+0.0E+00,+3.29027197E+00,0,0
-17.82500E-03,-25.41876E-03,-244.76990E-03,-146.44351E-03,+3.45763598E+00,0,0
-17.80000E-03,-119.56102E-03,-35.56488E-03,-167.36402E-03,+3.18566946E+00,0,0
